,channel_name,published_date,view_count,video_length,video_url,title
55,British Wheelchair Basketball,2023-05-22T05:00:37Z,1389,PT2H5M51S,https://www.youtube.com/watch?v=3NF17Plafkw,National Championship Finals 2023 - London Titans v Manchester Revolution Premiership Division Final
56,British Wheelchair Basketball,2023-05-22T03:57:30Z,792,PT1H26M5S,https://www.youtube.com/watch?v=G5LLKE0Chwg,National Championship Finals 2023 - CWBA v Sheffield Steelers Prem Division 3rd/4th Place Playoff
57,British Wheelchair Basketball,2023-05-22T02:22:53Z,1259,PT2H41S,https://www.youtube.com/watch?v=CkhAN3mLXj0,National Championship Finals 2023 - Plymouth Fusion v Jaguars Div 1 Final
58,British Wheelchair Basketball,2023-05-22T02:01:45Z,578,PT1H30M15S,https://www.youtube.com/watch?v=rrxrB0vd15Y,National Championship Finals 2023 - Mohawks v Sheffield Steelers Div 1 3rd/4th Place Playoff
59,British Wheelchair Basketball,2023-05-22T00:26:23Z,1176,PT1H56M30S,https://www.youtube.com/watch?v=dzruEqqTrH8,National Championship Finals 2023 - Mohawks v Lothian Phoenix Div 2 Final
60,British Wheelchair Basketball,2023-05-22T00:13:16Z,565,PT1H35M55S,https://www.youtube.com/watch?v=alNYzeyMtrM,National Championship Finals 2023 - Cardiff Met Archers v Aces Div 2 3rd/4th Place Playoff
61,British Wheelchair Basketball,2023-05-21T22:16:44Z,586,PT1H39M21S,https://www.youtube.com/watch?v=IVFrURTbvfQ,National Championship Finals 2023 - Jaguars v Southern Sharks Div 3 3rd/4th Place Playoff
62,British Wheelchair Basketball,2023-05-21T22:08:46Z,876,PT1H41M51S,https://www.youtube.com/watch?v=AOsaKyzCV60,National Championship Finals 2023 - Aces v North Wales Knights Div 3 Final
63,British Wheelchair Basketball,2023-05-21T08:43:42Z,925,PT2H15M40S,https://www.youtube.com/watch?v=XLHGYao43Bo,BWBWPL 2023:  Loughborough Lightning vs East London Phoenix
64,British Wheelchair Basketball,2023-05-21T07:44:08Z,759,PT1H40M36S,https://www.youtube.com/watch?v=eTKMGyELgww,BWBWPL 2023: Cardiff Met Archers vs Worcester Wolves
65,British Wheelchair Basketball,2023-05-21T06:16:55Z,1138,PT1H54M50S,https://www.youtube.com/watch?v=Mf1k_yHld04,National Championship Finals 2023 - North Wales Knights v Scottish Wizards Junior League
66,British Wheelchair Basketball,2023-05-21T03:52:13Z,764,PT1H38M30S,https://www.youtube.com/watch?v=eMtZKgO2IGQ,National Championship Finals 2023 - Manchester Revolution v Sheffield Steelers Premier League
67,British Wheelchair Basketball,2023-05-21T03:33:58Z,912,PT1H28M21S,https://www.youtube.com/watch?v=yvW_84p-IA4,National Championship Finals 2023 - London Titans v CWBA Premier League
68,British Wheelchair Basketball,2023-05-21T01:46:47Z,1173,PT1H50M51S,https://www.youtube.com/watch?v=sOadbM-kKas,National Championship Finals 2023 - Mohawks v Plymoth Fusion Div 1
69,British Wheelchair Basketball,2023-05-21T01:39:38Z,723,PT1H40M51S,https://www.youtube.com/watch?v=aqqn-0k4ay8,National Championship Finals 2023 - Jaguars v Sheffield Steelers Div 1
70,British Wheelchair Basketball,2023-05-21T00:00:40Z,988,PT1H49M50S,https://www.youtube.com/watch?v=qg02nNO3F-s,National Championship Finals 2023 - Mohawks v Cardiff Met Div 2
71,British Wheelchair Basketball,2023-05-20T23:32:30Z,769,PT1H45M55S,https://www.youtube.com/watch?v=yKBNrKVaqeU,National Championship Finals 2023 - Aces v Lothian Phoenix Div 2
72,British Wheelchair Basketball,2023-05-20T23:06:55Z,1028,PT1H42M20S,https://www.youtube.com/watch?v=BMkd77pID6M,National Championship Finals 2023 - North Wales Knights v Southern Sharks Div 3
73,British Wheelchair Basketball,2023-05-20T22:19:18Z,1371,PT1H50M21S,https://www.youtube.com/watch?v=OaMZPSbec_c,National Championship Finals 2023 - Jaguars v Aces Div 3
74,British Wheelchair Basketball,2023-05-08T04:58:51Z,530,PT2H3M11S,https://www.youtube.com/watch?v=TEUCdokZIB4,BWBWPL 2023: Worcester Wolves vs Loughborough Lightning
75,British Wheelchair Basketball,2023-05-07T11:28:03Z,347,PT2H4M20S,https://www.youtube.com/watch?v=2AjruLiSsec,BWBWPL 2023: Cardiff Met Archers vs East London Phoenix
76,British Wheelchair Basketball,2023-05-01T05:57:29Z,754,PT1H59M21S,https://www.youtube.com/watch?v=RY2t7T3mVnw,BWBWPL 2023: Loughborough Lightning vs East London Phoenix
77,British Wheelchair Basketball,2023-04-30T02:46:41Z,625,PT1H51M30S,https://www.youtube.com/watch?v=C-hxZAIXrc0,BWBWPL 2023: Cardiff Met Archers vs Worcester Wolves
78,British Wheelchair Basketball,2023-04-16T06:48:06Z,685,PT1H55M,https://www.youtube.com/watch?v=q3l4koy3XPY,BWBWPL 2023: Loughborough Lightning vs Cardiff Met Archers
79,British Wheelchair Basketball,2023-04-16T05:12:17Z,600,PT1H39M6S,https://www.youtube.com/watch?v=4me2gtqAEgA,BWBWPL 2023: Worcester Wolves vs East London Phoenix
80,British Wheelchair Basketball,2023-04-03T04:09:50Z,568,PT2H14M21S,https://www.youtube.com/watch?v=cMH3gv8WybA,BWBWPL 2023: East London Phoenix vs Worcester Wolves
81,British Wheelchair Basketball,2023-04-02T01:57:27Z,1077,PT2H1M56S,https://www.youtube.com/watch?v=iVWRqRVXzHo,BWB WPL 2023: Loughborough Lightning vs Cardiff Met Archers
82,British Wheelchair Basketball,2023-03-26T05:59:38Z,564,PT1H56M45S,https://www.youtube.com/watch?v=Rw6WwYsVaqY,BWBWPL 2023: Worcester Wolves vs Cardiff Met Archers
83,British Wheelchair Basketball,2023-03-20T02:57:43Z,621,PT1H34M6S,https://www.youtube.com/watch?v=xk4_FTy6vNo,BWBWPL 2023: Worcester Wolves vs Loughborough Lightning
84,British Wheelchair Basketball,2023-03-19T04:52:12Z,973,PT2H17M16S,https://www.youtube.com/watch?v=gCI_zWhrpQg,BWBWPL 2023: Cardiff Met Archers vs East London Phoenix
85,British Wheelchair Basketball,2023-03-06T04:45:34Z,930,PT1H47M16S,https://www.youtube.com/watch?v=YQaFgib3J9s,BWBWPL 2023: East London Phoenix vs Loughborough Lightning
86,British Wheelchair Basketball,2023-02-27T02:51:57Z,678,PT1H37M50S,https://www.youtube.com/watch?v=nlOUGrR3wy8,BWBWPL 2023: Worcester Wolves vs East London Phoenix
87,British Wheelchair Basketball,2023-02-26T03:42:47Z,986,PT1H34M16S,https://www.youtube.com/watch?v=lpZQrpKve8M,BWBWPL 2023: Cardiff Met Archers vs Loughborough Lightning
88,British Wheelchair Basketball,2023-02-19T03:48:57Z,1075,PT1H41M14S,https://www.youtube.com/watch?v=GfMrYXpBGcI,BWBWPL 2023: Cardiff Met Archers vs Worcester Wolves
89,British Wheelchair Basketball,2023-02-13T15:23:04Z,207,PT1M24S,https://www.youtube.com/watch?v=RA6MXGdso4Y,Inspire a Generation: Bradford Girls' Grammar School launch
90,British Wheelchair Basketball,2023-02-05T17:07:59Z,1266,PT1H39M55S,https://www.youtube.com/watch?v=j2sYdY8XldQ,BWBWPL 2023: East London Phoenix vs Loughborough Lightning
91,British Wheelchair Basketball,2023-01-30T07:57:29Z,1392,PT2H4M56S,https://www.youtube.com/watch?v=h9YPwLNpOGo,BWBWPL 2023: Loughborough Lightning vs Worcester Wolves
92,British Wheelchair Basketball,2023-01-29T16:48:14Z,1290,PT1H23M46S,https://www.youtube.com/watch?v=Dh0H7MgCQno,BWBWPL 2023: East London Phoenix vs Cardiff Met Archers
93,British Wheelchair Basketball,2022-09-30T14:33:42Z,134,PT2M2S,https://www.youtube.com/watch?v=Z9ubMaeY1EY,Join the Family! Case study: referee Joe
94,British Wheelchair Basketball,2022-09-30T14:33:47Z,96,PT1M7S,https://www.youtube.com/watch?v=OsGwKjf7om0,Join the Family! Case study: Table official Grace
95,British Wheelchair Basketball,2022-09-30T14:33:44Z,95,PT1M50S,https://www.youtube.com/watch?v=HgQKIIDStLA,Join the Family! Case study: Table officials Jenny & Alice
96,British Wheelchair Basketball,2022-05-16T06:11:39Z,1837,PT1H47M20S,https://www.youtube.com/watch?v=Q670QvgtKas,National Championship Finals 2022: Premier Division Final
97,British Wheelchair Basketball,2022-05-16T04:04:31Z,1321,PT1H28M55S,https://www.youtube.com/watch?v=JNDPs_psCLI,National Championship Finals 2022: Women's Premier League Final
98,British Wheelchair Basketball,2022-05-16T01:47:59Z,1983,PT1H56M20S,https://www.youtube.com/watch?v=dIC9W28FMgA,National Championship Finals 2022: Division 1 Final
99,British Wheelchair Basketball,2022-05-15T23:47:42Z,1439,PT1H49M1S,https://www.youtube.com/watch?v=XmGO24irMLE,National Championship Finals 2022: Division 2 Final
100,News 19 WLTX,2023-12-09T17:22:38Z,253,PT3M32S,https://www.youtube.com/watch?v=wrOtp15jrIo,"Beautiful Saturday, but forecast changes Sunday"
101,News 19 WLTX,2023-12-09T04:36:29Z,197,PT2M21S,https://www.youtube.com/watch?v=qhIjjNGgxAg,SCDOT confirms Cedar Road Bridge is projected to be complete by the end of 2024
102,News 19 WLTX,2023-12-09T04:35:01Z,5674,PT2M15S,https://www.youtube.com/watch?v=vNEDcZJrXYA,Actor Ryan O'Neal dies at 82
103,News 19 WLTX,2023-12-09T04:27:57Z,133,PT31S,https://www.youtube.com/watch?v=jSRGKlo2EKg,Republicans pressure Hunter Biden to testify next week
104,News 19 WLTX,2023-12-09T04:24:55Z,170,PT1M1S,https://www.youtube.com/watch?v=cK7mVqvA1gY,"Biden thanks police for acting during UNLV shooting, renews calls for gun control measures"
105,News 19 WLTX,2023-12-09T04:19:31Z,119,PT2M15S,https://www.youtube.com/watch?v=5Wya5SwGJBM,Thank you for helping us stuff a bus for local families in need
106,News 19 WLTX,2023-12-09T04:13:50Z,96,PT2M25S,https://www.youtube.com/watch?v=KAUnSkW0JUY,Why a new Dominion project might mean you'll have less parking possibilities at Lake Murray
107,News 19 WLTX,2023-12-09T04:08:48Z,158,PT2M21S,https://www.youtube.com/watch?v=DplWEZwtv-8,SCDOT confirms Cedar Road Bridge is projected to be complete by the end of 2024
108,News 19 WLTX,2023-12-09T00:50:03Z,433,PT3M33S,https://www.youtube.com/watch?v=8b88PhwF0ns,Heavy rainfall and strong storms possible Sunday
109,News 19 WLTX,2023-12-09T00:26:57Z,229,PT1M57S,https://www.youtube.com/watch?v=QJo2SuXTEzE,Deputies kill Newberry man
110,News 19 WLTX,2023-12-09T00:26:36Z,155,PT27S,https://www.youtube.com/watch?v=fdf-GZMb3tw,Missing Orangeburg teen
111,News 19 WLTX,2023-12-09T00:20:53Z,361,PT57S,https://www.youtube.com/watch?v=i_ehDDWKa-o,"Evening winning SC lottery numbers for December 8, 2023"
112,News 19 WLTX,2023-12-08T23:58:18Z,163,PT3M2S,https://www.youtube.com/watch?v=I2vCjFQjCi0,SC lawmaker thinks churches building affordable housing on property they own
113,News 19 WLTX,2023-12-08T23:49:09Z,103,PT1M33S,https://www.youtube.com/watch?v=4CzmJyxv_E8,Christmas parade at Prisma Children's Hospital
114,News 19 WLTX,2023-12-08T22:56:48Z,85,PT2M25S,https://www.youtube.com/watch?v=ONrwsFnJHkc,Sumter residents road trip for charity
115,News 19 WLTX,2023-12-08T22:44:36Z,96,PT2M50S,https://www.youtube.com/watch?v=RCKSg9Rhmnk,Jewish community celebrates the start of Hanukkah
116,News 19 WLTX,2023-12-08T22:25:56Z,271,PT1M36S,https://www.youtube.com/watch?v=zMzObzaCcm0,Fairfield Central high school SC principal of the year
117,News 19 WLTX,2023-12-08T22:20:50Z,682,PT2M52S,https://www.youtube.com/watch?v=wHGUADxh79E,Man found guilty in death during deadly riot at South County state prison
118,News 19 WLTX,2023-12-08T22:21:28Z,144,PT24S,https://www.youtube.com/watch?v=-Fl4uLDOFyM,Missing vulnerable adult in Columbia
119,News 19 WLTX,2023-12-08T16:14:38Z,229,PT51S,https://www.youtube.com/watch?v=kzKWSOONGYU,"Sheriff: Newbery Deputies shoot, kill suspect who'd been trying to break into home, fired shots"
120,News 19 WLTX,2023-12-08T14:15:07Z,199,PT1M20S,https://www.youtube.com/watch?v=YErTS-Sj4gE,Chennis Berry and Buddy Pough
121,News 19 WLTX,2023-12-08T04:49:24Z,195,PT1M,https://www.youtube.com/watch?v=nI2hLTv0u6s,Pearl Harbor survivors return to honor those who perished 82 years ago
122,News 19 WLTX,2023-12-08T04:45:12Z,704,PT28S,https://www.youtube.com/watch?v=Ev51pRy_1y8,War between Israel and Hamas is now entering its third month of fighting
123,News 19 WLTX,2023-12-08T04:39:01Z,273,PT38S,https://www.youtube.com/watch?v=VdGaHmMGXHc,"Las Vegas shooting suspect was ex-East Carolina professor who applied for a job at UNLV, AP source s"
124,News 19 WLTX,2023-12-08T04:36:12Z,237,PT29S,https://www.youtube.com/watch?v=TKkVK3iQ21s,Hunter Biden indicted on 9 new charges
125,News 19 WLTX,2023-12-08T04:33:27Z,904,PT1M40S,https://www.youtube.com/watch?v=sRhkSDoqy3A,"No, typing @highlight into a Facebook comment won’t reveal the identity of people checking your prof"
126,News 19 WLTX,2023-12-08T04:28:00Z,439,PT19S,https://www.youtube.com/watch?v=5So5Xknq4_w,Police find man shot dead inside Columbia home; investigation underway
127,News 19 WLTX,2023-12-08T04:27:40Z,1644,PT39S,https://www.youtube.com/watch?v=wmDHY6xEOuM,Deputies: Lexington County man dead after father tells son to shoot him
128,News 19 WLTX,2023-12-08T04:23:22Z,357,PT1M57S,https://www.youtube.com/watch?v=BvUE5Y-xKgE,South Carolina State students react to the hiring of new football coach
129,News 19 WLTX,2023-12-08T04:15:32Z,289,PT2M12S,https://www.youtube.com/watch?v=rWXBmIF4Mm4,Concerns raised over cracks in support beam of Harbison Boulevard Bridge
130,News 19 WLTX,2023-12-08T01:07:12Z,281,PT1M31S,https://www.youtube.com/watch?v=XHLZcbnepLs,What are atmospheric rivers?
131,News 19 WLTX,2023-12-08T01:03:04Z,181,PT7M16S,https://www.youtube.com/watch?v=O8chiOd04_o,"The Insiders: December 7, 2023"
132,News 19 WLTX,2023-12-08T00:50:09Z,360,PT45S,https://www.youtube.com/watch?v=UKMbxzqHZ8o,"Evening SC lottery winning numbers: December 7, 2023"
133,News 19 WLTX,2023-12-08T00:09:21Z,110,PT1M39S,https://www.youtube.com/watch?v=640ML92VPyc,"No, drinking alcohol doesn’t help you stay warm in cold weather"
134,News 19 WLTX,2023-12-08T00:04:28Z,78,PT2M22S,https://www.youtube.com/watch?v=_pXEQDJZvs0,Spreading holiday cheer to service members: Volunteers gather for 31st Shower Shaw with Goodies
135,News 19 WLTX,2023-12-07T23:59:08Z,66,PT2M50S,https://www.youtube.com/watch?v=sPS9DtX3j00,"Prostate cancer deaths are down in SC, but disparities remain"
136,News 19 WLTX,2023-12-07T23:48:03Z,252,PT1M47S,https://www.youtube.com/watch?v=Wq4NwWMOFt4,Pearl Harbor survivors return to attack site 82 years later
137,News 19 WLTX,2023-12-07T23:44:18Z,158,PT1M42S,https://www.youtube.com/watch?v=Yx4Hqnab8Zg,Remains of soldier killed during World War II reinterred in North Carolina
138,News 19 WLTX,2023-12-07T23:33:45Z,315,PT1M55S,https://www.youtube.com/watch?v=jgc9IRa_hy4,Benedict's Chennis Berry named new football coach at South Carolina State University
139,News 19 WLTX,2023-12-07T23:28:37Z,149,PT46S,https://www.youtube.com/watch?v=TVsaCg6vrv4,"SLED Chief Mark Keel 'retiring' for month to receive benefits, continue working"
140,News 19 WLTX,2023-12-07T23:15:13Z,1111,PT54S,https://www.youtube.com/watch?v=n1NVNayO1is,'Rockin' Around the Christmas Tree' reaches No. 1 after 65 years
141,News 19 WLTX,2023-12-07T23:13:13Z,1389,PT1M39S,https://www.youtube.com/watch?v=LZZUEcPnA6A,McDonald's is opening a new chain called CosMc's.
142,News 19 WLTX,2023-12-07T23:07:25Z,665,PT2M44S,https://www.youtube.com/watch?v=3VLEenKwRrM,Michael Juan Smith takes stand in his own defense on Thursday
143,News 19 WLTX,2023-12-07T23:01:50Z,61,PT37S,https://www.youtube.com/watch?v=L1qZWJIjceU,Hanukkah gets underway
144,News 19 WLTX,2023-12-07T22:51:26Z,9989,PT2M9S,https://www.youtube.com/watch?v=8Z6L0crGI7Q,VERIFYING Nikki Haley claim from the fourth Republican presidential primary debate
145,News 19 WLTX,2023-12-07T22:41:38Z,236,PT36S,https://www.youtube.com/watch?v=7G7DjmGF-3s,Recall of cinnamon applesauce potentially linked to dozens of cases of lead poisoning in children
146,News 19 WLTX,2023-12-07T22:37:14Z,51,PT27S,https://www.youtube.com/watch?v=L56lLGDcq8M,Saluda County Sheriff's Office holding space heater drive
147,News 19 WLTX,2023-12-07T22:36:03Z,71,PT2M10S,https://www.youtube.com/watch?v=SLRIxavU2Uw,Food banks struggling to keep up with demand
148,News 19 WLTX,2023-12-07T22:24:45Z,196,PT30S,https://www.youtube.com/watch?v=5Wc1s-3IF_A,"Midlands woman wins $30,000 from South Carolina Education Lottery"
149,News 19 WLTX,2023-12-07T22:20:27Z,83,PT2M10S,https://www.youtube.com/watch?v=v-0-JJFaxFg,Gaston fire tower still serves purpose after 75 years
150,KNWT TV Channel 8,2023-11-17T00:00:15Z,88,PT9M44S,https://www.youtube.com/watch?v=bfax1j_5fh4,Jackson's Last Straw | Loosely Related Series Finale S2E9
151,KNWT TV Channel 8,2023-11-16T20:33:46Z,17,PT10M12S,https://www.youtube.com/watch?v=7atT7aYnSSg,Kenzee Peterman! Who's Next on the X Episode 9
152,KNWT TV Channel 8,2023-11-11T22:00:24Z,53,PT3M7S,https://www.youtube.com/watch?v=cZKjendfMoA,KNWT Behind-The-Scenes: Homecoming Parade Livestream 2023
153,KNWT TV Channel 8,2023-09-20T19:00:09Z,2927,PT25S,https://www.youtube.com/watch?v=Gb0Ihf0ISiw,There's always that ONE guy in the group || Sulfur and Saloons #knwt #dungeonsanddragons #dnd
154,KNWT TV Channel 8,2023-04-28T17:00:04Z,65,PT4M1S,https://www.youtube.com/watch?v=6SmccT5qddI,Meet KNWT: Kaylin Byland | Creative Services
155,KNWT TV Channel 8,2023-04-27T23:00:15Z,86,PT24M55S,https://www.youtube.com/watch?v=ZssbJdN39hs,And That's A Wrap! | NC S12E11
156,KNWT TV Channel 8,2023-04-25T23:00:01Z,153,PT31M1S,https://www.youtube.com/watch?v=4UamXOIjwNI,Farewell Friends | Gentoo S9E11
157,KNWT TV Channel 8,2023-04-24T14:00:31Z,109,PT24M1S,https://www.youtube.com/watch?v=dvlAusfxK30,Signing Off | Channel 8 News S14E11
158,KNWT TV Channel 8,2023-04-21T17:00:01Z,69,PT3M26S,https://www.youtube.com/watch?v=2XsINejsyPE,Meet KNWT: Tristynn Clark | Creative Services
159,KNWT TV Channel 8,2023-04-20T23:00:01Z,56,PT27M,https://www.youtube.com/watch?v=1TYXkOJJGMo,"Farm Grown, Studio Produced | Nerd Central S12E10"
160,KNWT TV Channel 8,2023-04-14T17:00:24Z,50,PT2M33S,https://www.youtube.com/watch?v=moAxfMKwbo8,Meet KNWT: Jackson Weddle | Creative Services
161,KNWT TV Channel 8,2023-04-13T23:00:05Z,110,PT25M1S,https://www.youtube.com/watch?v=A_C6KLroUt0,Court Central | Nerd Central S12E9
162,KNWT TV Channel 8,2023-04-12T23:00:18Z,105,PT11M8S,https://www.youtube.com/watch?v=sH5bDrqXrPk,Riley Whittington | Loosely Related S1E8
163,KNWT TV Channel 8,2023-04-11T23:00:11Z,101,PT30M1S,https://www.youtube.com/watch?v=O1cTZfnsXFY,Up the Retention! | Gentoo S9E9
164,KNWT TV Channel 8,2023-04-10T14:00:05Z,65,PT16M1S,https://www.youtube.com/watch?v=5jpuXuOgHsQ,"Sexual Assault Awareness, Maryville Updates, & Famous Owners | Channel 8 News S14E9"
165,KNWT TV Channel 8,2023-04-05T23:00:20Z,271,PT12M54S,https://www.youtube.com/watch?v=yhY2_ng_daE,Stancy Bond | Loosely Related S1E7
166,KNWT TV Channel 8,2023-04-04T23:00:27Z,54,PT24M1S,https://www.youtube.com/watch?v=wF2ai9tYfLQ,The Right Direction | Gentoo S9E8
167,KNWT TV Channel 8,2023-04-03T14:00:21Z,211,PT26M1S,https://www.youtube.com/watch?v=eFJo3p3204g,"Mental Health, a Free Car, & Week-Long Events | Channel 8 News S14E8"
168,KNWT TV Channel 8,2023-04-01T17:00:25Z,103,PT3M40S,https://www.youtube.com/watch?v=upQNp8Ozkrk,Meet KNWT: Special Guest | Creative Services
169,KNWT TV Channel 8,2023-03-31T17:00:28Z,85,PT2M54S,https://www.youtube.com/watch?v=rNVqhdthfss,Meet KNWT: Gabe Lozano | Creative Services
170,KNWT TV Channel 8,2023-03-30T23:00:09Z,83,PT23M1S,https://www.youtube.com/watch?v=P7uGV1Aztkg,It's A Gamer Invasion! | Nerd Central S12E7
171,KNWT TV Channel 8,2023-03-28T23:00:01Z,119,PT30M1S,https://www.youtube.com/watch?v=-mMHQv_apYI,Welcome to..? | Gentoo S9E7
172,KNWT TV Channel 8,2023-03-27T14:00:24Z,101,PT13M1S,https://www.youtube.com/watch?v=S0l0aLwptCQ,"Women's History Month, Softball & Music | Channel 8 News S14E7"
173,KNWT TV Channel 8,2023-03-23T23:00:32Z,97,PT20M1S,https://www.youtube.com/watch?v=sSr5MBrTaIU,Let's Get Funky | Nerd Central S12E6
174,KNWT TV Channel 8,2023-03-22T23:00:06Z,96,PT16M4S,https://www.youtube.com/watch?v=L9bGDuqkzcs,Stephi Jorandby | Loosely Related S1E5
175,KNWT TV Channel 8,2023-03-20T14:00:26Z,103,PT20M1S,https://www.youtube.com/watch?v=xDXbv2gf7g4,It's All Things Green | Channel 8 News S14E6
176,KNWT TV Channel 8,2023-03-17T17:00:37Z,68,PT2M42S,https://www.youtube.com/watch?v=lqGxz-V2eyI,Meet KNWT: Joe Jinks | Creative Services
177,KNWT TV Channel 8,2023-03-16T23:00:17Z,93,PT26M1S,https://www.youtube.com/watch?v=PgWwEoPqrMk,Let's Git 'Er Done With Joe | Nerd Central S12E5
178,KNWT TV Channel 8,2023-03-13T14:00:09Z,82,PT18M1S,https://www.youtube.com/watch?v=FchUCkEv2Gk,"New Northwest President, the MIAA Tournament, & Business Updates | Channel 8 News S14E5"
179,KNWT TV Channel 8,2023-03-10T18:00:17Z,48,PT3M24S,https://www.youtube.com/watch?v=cY9Uz-Hns68,Meet KNWT: Will Murphy | Creative Services
180,KNWT TV Channel 8,2023-03-04T18:30:41Z,78,PT18M28S,https://www.youtube.com/watch?v=ldHtuAjv-j0,Jason Offutt | Loosely Related S1E4
181,KNWT TV Channel 8,2023-03-03T19:00:05Z,129,PT2M35S,https://www.youtube.com/watch?v=A20jP7wnUdU,Meet KNWT: Skyler Stamps | Creative Services
182,KNWT TV Channel 8,2023-03-03T00:00:32Z,70,PT23M56S,https://www.youtube.com/watch?v=zbt_RLsOVvg,We go FAR OUT with Blake! | Nerd Central S12E4
183,KNWT TV Channel 8,2023-03-01T00:00:27Z,102,PT26M1S,https://www.youtube.com/watch?v=byt0g_fVElo,Crime Central | Gentoo S9E4
184,KNWT TV Channel 8,2023-02-27T15:00:17Z,131,PT20M1S,https://www.youtube.com/watch?v=S_HqzwZN0wE,"Blood Drives, Biases, & Basketball | Channel 8 News S14E4"
185,KNWT TV Channel 8,2023-02-25T21:54:50Z,111,PT18M38S,https://www.youtube.com/watch?v=POC5XiKCaD8,Dr. Lance Tatum Interview
186,KNWT TV Channel 8,2023-02-25T21:39:51Z,74,PT2M57S,https://www.youtube.com/watch?v=YEDBfFYu2ls,THE BEARCATS ARE MIAA CHAMPS | Channel 8 News
187,KNWT TV Channel 8,2023-02-24T18:00:07Z,203,PT2M58S,https://www.youtube.com/watch?v=9W5MV8dI2HU,Meet KNWT: Kirsten Stokes | Creative Services
188,KNWT TV Channel 8,2023-02-24T00:00:17Z,99,PT27M6S,https://www.youtube.com/watch?v=YNAYAZN3Ros,"Hey look, it's THAT GUY! | Nerd Central S12E3"
189,KNWT TV Channel 8,2023-02-23T00:00:16Z,115,PT19M10S,https://www.youtube.com/watch?v=d4vbTQD7Wp4,Todd Weddle | Loosely Related S1E3
190,KNWT TV Channel 8,2023-02-22T00:00:05Z,103,PT28M1S,https://www.youtube.com/watch?v=9reepVGlXK0,Enemies Galore! | Gentoo S9E3
191,KNWT TV Channel 8,2023-02-20T15:00:22Z,70,PT25M42S,https://www.youtube.com/watch?v=WqDK7Q2qmGw,Dr. Michael Godard Interview | Channel 8 News
192,KNWT TV Channel 8,2023-02-20T15:00:00Z,165,PT23M1S,https://www.youtube.com/watch?v=0eBlW3wgUpY,"Presidents, Chiefs, & Ambassadors | Channel 8 News S14E3"
193,KNWT TV Channel 8,2023-02-17T18:00:27Z,57,PT2M55S,https://www.youtube.com/watch?v=XcWHGeY8ea8,Meet KNWT: Euler Possamai | Creative Services
194,KNWT TV Channel 8,2023-02-17T00:00:06Z,68,PT22M1S,https://www.youtube.com/watch?v=ERoe4He2ppM,What a Marvelous Talk! | Nerd Central S12E2
195,KNWT TV Channel 8,2023-02-16T00:00:08Z,97,PT15M49S,https://www.youtube.com/watch?v=D6pQU_BEFIs,Alex Kirt | Loosely Related S1E2
196,KNWT TV Channel 8,2023-02-15T02:00:15Z,99,PT24M1S,https://www.youtube.com/watch?v=nWKHwLGml5c,Happy Valentines From Gentoo to You! | Gentoo S9E2
197,KNWT TV Channel 8,2023-02-13T15:00:09Z,75,PT28M24S,https://www.youtube.com/watch?v=DvSk6H8ayDQ,Dr. Kent Porterfield Interview | Channel 8 News
198,KNWT TV Channel 8,2023-02-13T15:00:04Z,251,PT23M,https://www.youtube.com/watch?v=36zKhmoKHZE,All Things Interviews & Sports | Channel 8 News S14E2
199,KNWT TV Channel 8,2023-02-10T18:00:05Z,198,PT4M35S,https://www.youtube.com/watch?v=7P_A8jf8SdE,Meet KNWT: Garrett Bevans | Creative Services
0,WFLA News Channel 8,2023-12-09T23:28:31Z,95,PT2M9S,https://www.youtube.com/watch?v=BqALe7KhFGI,"Over 1,000 bikers shut down streets of Tampa for Winter Wonder Ride"
1,WFLA News Channel 8,2023-12-09T13:37:19Z,252,PT2M28S,https://www.youtube.com/watch?v=_pe18B-dEbU,'Heartbreaking': Hundreds walk in hope of a cure for Alzheimer's
2,WFLA News Channel 8,2023-12-09T04:28:13Z,394,PT2M54S,https://www.youtube.com/watch?v=mJsBLAQBzgM,Siblings share special moment during USF graduation
3,WFLA News Channel 8,2023-12-09T03:28:39Z,270,PT3M19S,https://www.youtube.com/watch?v=8pdWosrTXos,For Ally
4,WFLA News Channel 8,2023-12-08T23:23:48Z,366,PT3M35S,https://www.youtube.com/watch?v=RU4ZB_Ce_KY,IS THE VA NEARLY PERFECT?
5,WFLA News Channel 8,2023-12-08T22:47:13Z,4016,PT1M49S,https://www.youtube.com/watch?v=VJrukIRuMIk,Deadly Skyway crash suspect’s partner in crime tried to hit deputies with Mercedes: HCSO
6,WFLA News Channel 8,2023-12-08T22:39:53Z,851,PT3M12S,https://www.youtube.com/watch?v=wa9GZGlJHsc,'Criminals are ahead of the laws': Some question why broker who pleaded guilty to fraud still has li
7,WFLA News Channel 8,2023-12-08T22:12:57Z,821,PT2M31S,https://www.youtube.com/watch?v=P1-tEZIHDQo,Tampa Hard Rock Casino debuts new games including in-person sports betting
8,WFLA News Channel 8,2023-12-08T22:06:58Z,977,PT2M24S,https://www.youtube.com/watch?v=cpJ3-oZOX2g,Could a new proposal increase costs for HOA homeowners?
9,WFLA News Channel 8,2023-12-08T21:45:05Z,332,PT1M40S,https://www.youtube.com/watch?v=XYsUbx_qWJw,AM: Otro arresto en balacera masiva de Ybor City
10,WFLA News Channel 8,2023-12-08T21:26:22Z,594,PT2M21S,https://www.youtube.com/watch?v=iOiJ7_6MZIk,Suspects charged in Ybor mass shooting denied bond
